metin,turu,kategori
ne olursa olsun,Deyim,diğer
ne oluyor?,Deyim,diğer
ne pahasına olursa olsun,Deyim,diğer
ne sakala minnet ne bıyığa,Atasözü,diğer
ne söylüyorsun?,Deyim,diğer
ne şam'ın şekeri ne arap'ın zekeri yüzü,Deyim,diğer
ne şeytanı gör ne salavat getir,Atasözü,diğer
ne şiş yansın ne kebap,Atasözü,diğer
ne var ki,Deyim,diğer
ne var ne yok,Deyim,diğer
ne yaparsın yapmalı ki,Deyim,diğer
ne yapıp yapıp,Deyim,diğer
ne yaptığını bilmemek,Deyim,eleştiri
ne yârden geçilir ne serden,Atasözü,diğer
ne yavuz ol asıl ne yavaş ol basıl,Atasözü,diğer
ne yazık ki,Deyim,diğer
ne yüzle,Deyim,eleştiri
necat bulmak,Deyim,diğer
neci oluyor!,Deyim,diğer
nedamet duymak getirmek,Deyim,diğer
neden olmak,Deyim,diğer
nefes aldırmamak,Deyim,diğer
nefes almak,Deyim,diğer
nefes çekmek,Deyim,diğer
nefes darlığı çekmek,Deyim,diğer
nefes etmek,Deyim,diğer
nefes nefese kalmak,Deyim,diğer
nefes tüketmek,Deyim,diğer
nefesi durmak,Deyim,diğer
nefesine güvenen borazancıbaşı olur,Atasözü,eleştiri
nefesini tutup beklemek,Deyim,diğer
nefret duymak,Deyim,diğer
nefsine uymak,Deyim,eleştiri
nefsini köreltmek körletmek,Deyim,övgü
neler,Deyim,diğer
"neler de neler, maydanozlu köfteler",Deyim,diğer
... nere ... nere,Deyim,diğer
"nerede akşam, orada sabah",Deyim,diğer
"nerede birlik, orda dirlik",Atasözü,diğer
nerede bu bolluk,Atasözü,eleştiri
"nerede çokluk, orada bokluk",Atasözü,eleştiri
"nerede hareket, orada bereket",Atasözü,diğer
nerede kaldı,Deyim,eleştiri
nerede kaldı ki,Deyim,diğer
... nerede ... orada,Deyim,diğer
nereye gitsen okka dört yüz dirhem,Atasözü,diğer
nesi var nesi yok,Deyim,diğer
nesli tükenmek,Deyim,diğer
neşesi kaçmak,Deyim,diğer
neşesini bulmak,Deyim,diğer
neşet etmek,Deyim,diğer
neşter vurmak,Deyim,diğer
neşvünema bulmak,Deyim,övgü
nevaleyi düzmek,Deyim,diğer
nevri dönmek,Deyim,eleştiri
ney üflemek üfürmek,Deyim,diğer
neymiş,Deyim,diğer
neyse ki,Deyim,diğer
neyse ne,Deyim,diğer
nezaket göstermek,Deyim,eleştiri
nezarete almak,Deyim,diğer
nifak sokmak,Deyim,eleştiri
nihayete ermek,Deyim,sabır
nikâh düşmek,Deyim,diğer
nikâh kıymak,Deyim,diğer
nikâh tazelemek,Deyim,diğer
nikâhta keramet vardır,Atasözü,diğer
nimet bilmek,Deyim,diğer
nimeti ayağıyla tepmek,Deyim,eleştiri
"nisan yağar sap olur, mayıs yağar çeç olur",Atasözü,diğer
nispet etmek,Deyim,diğer
nispet kabul etmemek,Deyim,diğer
nispet vermek yapmak,Deyim,eleştiri
nispeti olmak,Deyim,diğer
nişan almak,Deyim,diğer
nişan takmak,Deyim,diğer
nişanı nişanını atmak bozmak,Deyim,diğer
niyet çekmek,Deyim,sabır
niyet tutmak,Deyim,diğer
"nohut oda, bakla sofa",Deyim,eleştiri
noksan bulmak,Deyim,eleştiri
nokta koymak,Deyim,diğer
noktasına virgülüne dokunmadan,Deyim,diğer
nostalji uyandırmak,Deyim,diğer
not düşmek,Deyim,diğer
not etmek,Deyim,diğer
not kırmak,Deyim,diğer
not tutmak,Deyim,diğer
nöbet beklemek tutmak,Deyim,diğer
"nuh deyip, peygamber dememek",Deyim,eleştiri
nuh nebi'den kalma,Deyim,eleştiri
numara çevirmek,Deyim,eleştiri
numara yapmak,Deyim,eleştiri
numarasını vermek,Deyim,diğer
nur gibi,Deyim,övgü
nur içinde yatsın,Deyim,eleştiri
nur inmek,Deyim,övgü
nur ol!,Deyim,övgü
nutku tutulmak,Deyim,diğer
nutuk atmak çekmek,Deyim,diğer
nutuk vermek,Deyim,diğer
nüfusunu çıkarmak,Deyim,diğer
nüfuz etmek,Deyim,diğer
nüfuzu altında tutmak,Deyim,diğer
nükte yapmak,Deyim,diğer
nüzul inmek gelmek,Deyim,diğer
"o duvar senin, bu duvar benim",Deyim,diğer
o gün bugündür,Deyim,diğer
o kapı mahalle senin bu kapı mahalle benim,Deyim,diğer
o taraflı olmamak,Deyim,diğer
o tarakta bezi olmamak,Deyim,diğer
o yolun yolcusu,Deyim,diğer
objektif olmak,Deyim,övgü
ocağı batmak,Deyim,diğer
ocağı kör kalmak,Deyim,diğer
ocağı sönmek,Deyim,diğer
ocağı tütmek,Deyim,diğer
ocağını yeşertmek,Deyim,övgü
"od ile su, dilsiz yağıdır",Atasözü,diğer
od yok ocak yok,Deyim,diğer
odun gibi,Deyim,eleştiri
oduncunun gözü omçada,Atasözü,diğer
"oduncunun gözü omçada, dilencinin gözü çömçede",Atasözü,diğer
of bile dememek,Deyim,sabır
of çekmek,Deyim,diğer
oflaya puflaya,Deyim,diğer
oflayıp puflamak,Deyim,diğer
ofsayta düşmek,Deyim,diğer
ofsaytta kalmak,Deyim,diğer
"oğlan anası kapı arkası, kız anası minder kabası",Atasözü,diğer
"oğlan atadan babadan öğrenir sofra açmayı, kız anadan öğrenir biçki biçmeyi",Atasözü,diğer
"oğlan dayıya, kız halaya çeker",Atasözü,diğer
"oğlan doğuran övünsün, kız doğuran dövünsün",Atasözü,diğer
"oğlan yetir, kız yetir; ağır yükü sen götür",Atasözü,diğer
"oğlanınki oğul balı, kızınki bahçe gülü",Atasözü,diğer
oğlumu evladımı ben doğurdum amma gönlünü ben doğurmadım,Atasözü,diğer
oğul çıkarmak,Deyim,diğer
oğul vermek,Deyim,diğer
oh çekmek,Deyim,diğer
ok atmak,Deyim,diğer
ok gibi yerinden fırlamak,Deyim,övgü
ok meydanında buhurdan yakmak,Deyim,eleştiri
ok yaydan yayından çıkmak,Deyim,diğer
okka çekmek,Deyim,diğer
okka her yerde dört yüz dirhem,Atasözü,diğer
okkanın altına gitmek,Deyim,diğer
oklava yutmuş gibi,Deyim,eleştiri
okulu asmak kırmak,Deyim,eleştiri
okumayı sökmek,Deyim,övgü
okuyup üflemek,Deyim,diğer
ola ki,Deyim,diğer
olacak gibi değil,Deyim,diğer
olacak o kadar,Deyim,diğer
olacakla öleceğe çare bulunmaz,Atasözü,diğer
olan oldu,Deyim,diğer
olanak sağlamak tanımak,Deyim,diğer
olay çıkarmak,Deyim,eleştiri
olay yapmak,Deyim,eleştiri
olay yaratmak,Deyim,eleştiri
olayın üstüne gitmek,Deyim,diğer
oldu bilmek saymak,Deyim,diğer
oldu olacak,Deyim,diğer
"oldu olacak, kırıldı nacak",Atasözü,diğer
"oldu olacak, kırıldı nacak",Deyim,diğer
oldu olanlar,Deyim,diğer
oldubittiye getirmek,Deyim,diğer
olduğu kadar,Deyim,diğer
olmayacak duaya âmin demek,Deyim,eleştiri
olmaz olmaz,Deyim,diğer
"olmaz olmaz deme, olmaz olmaz",Atasözü,diğer
olmuş armut gibi eline düşmek,Deyim,diğer
... olsun ... olsun,Deyim,diğer
olta atmak,Deyim,diğer
oltaya düşmek,Deyim,eleştiri
oltaya gelmek,Deyim,diğer
oltaya takılmak,Deyim,diğer
oltaya vurmak,Deyim,diğer
oltayı yutmak,Deyim,diğer
oluk gibi akmak,Deyim,diğer
olup olacağı,Deyim,diğer
olupbittiye getirmek,Deyim,diğer
olur a!,Deyim,diğer
olur almak,Deyim,diğer
olur şey iş değil,Deyim,diğer
olur vermek,Deyim,diğer
oluruna bakmak,Deyim,diğer
oluruyla yetinmek,Deyim,diğer
omuz kaldırmak,Deyim,diğer
omuz öpüşmek,Deyim,diğer
omuz silkmek,Deyim,eleştiri
omuzda taşımak,Deyim,övgü
omuzları çökmek,Deyim,diğer
omzuna atmak,Deyim,diğer
on para on aslanın ağzında,Atasözü,diğer
on paraya on takla taklak atmak,Deyim,eleştiri
on parmağı boğazında olmak,Deyim,diğer
on parmağında on hüner marifet olmak,Deyim,övgü
on parmağında on kara,Deyim,eleştiri
ona buna dil uzatmak,Deyim,eleştiri
onarım görmek,Deyim,diğer
onmadık talihsiz hacıyı deve üstünde arafat'ta yılan sokar,Atasözü,diğer
onmadık yılın yağmuru harman vakti yağar,Atasözü,diğer
onu bunu bırak,Deyim,diğer
onur duymak,Deyim,övgü
onuruna dokunmak,Deyim,eleştiri
onuruna yedirememek,Deyim,diğer
operasyona çıkmak,Deyim,diğer
oralarda olmamak,Deyim,diğer
oralı bile olmamak,Deyim,eleştiri
"orası senin, burası benim dolaşmak gezmek",Deyim,eleştiri
orman gibi,Deyim,eleştiri
orman taşlamak,Deyim,diğer
orta katı kiraya vermek,Deyim,diğer
ortada bırakmak,Deyim,diğer
ortada fol yok yumurta yok,Deyim,diğer
ortada kalmak,Deyim,diğer
ortadan kaldırmak,Deyim,diğer
ortadan kalkmak,Deyim,diğer
ortadan sır olmak,Deyim,diğer
ortadan söylemek,Deyim,diğer
ortak etmek,Deyim,diğer
"ortak gemisi yürümüş, elti gemisi yürümemiş",Atasözü,eleştiri
ortak olmak,Deyim,diğer
ortaklık kurmak,Deyim,diğer
ortalığı birbirine katmak,Deyim,eleştiri
ortalığı ... götürmek almak,Deyim,diğer
ortalığı gürültüye patırtıya vermek,Deyim,eleştiri
ortalık ağarmak,Deyim,diğer
ortalık düzelmek,Deyim,diğer
ortalık kararmak,Deyim,diğer
ortalık karışmak,Deyim,diğer
ortalık sütliman olmak,Deyim,diğer
ortalık yatışmak,Deyim,diğer
ortam yaratmak,Deyim,diğer
ortama ayak uydurmak,Deyim,diğer
ortama uymak,Deyim,diğer
ortasını bulmak,Deyim,diğer
ortaya almak,Deyim,diğer
ortaya atılmak,Deyim,diğer
ortaya atmak,Deyim,diğer
ortaya balgam atmak,Deyim,eleştiri
ortaya çıkmak,Deyim,diğer
ortaya dökmek,Deyim,diğer
ortaya düşmek,Deyim,diğer
ortaya konuşmak,Deyim,diğer
ortaya koymak,Deyim,diğer
ortaya sürülmek,Deyim,diğer
ortaya yayılmak,Deyim,diğer
oruç açmak,Deyim,diğer
oruç bozmak,Deyim,diğer
oruç tutmak,Deyim,diğer
oruç yemek,Deyim,diğer
osmanlı tokadı atmak,Deyim,övgü
osmanlı tokadı yemek,Deyim,diğer
osurgan osuruklu göte arpa ekmeği bahane,Atasözü,eleştiri
ot gibi yaşamak,Deyim,eleştiri
ot tutunmak,Deyim,diğer
otomatiğe almak bağlamak,Deyim,diğer
otomatiğe geçmek,Deyim,diğer
otorite sağlamak temin etmek,Deyim,övgü
"otu çek, köküne bak",Atasözü,diğer
oturup kalkmak,Deyim,diğer
otuz iki dişe keman çaldırmak,Deyim,diğer
"otuz iki dişten çıkan, otuz iki mahalleye yayılır",Atasözü,eleştiri
oy vermek kullanmak,Deyim,diğer
oya koymak sunmak,Deyim,diğer
oydaş olmak,Deyim,diğer
oylamaya geçmek,Deyim,diğer
oylamaya koymak,Deyim,diğer
"oynamasını bilmeyen kız 'yerim dar' demiş; yerini genişletmişler bollatmışlar, gerim yenim dar' demiş",Atasözü,diğer
"oynaşına inanan avrat, ersiz kalır",Atasözü,eleştiri
oyun almak,Deyim,diğer
oyun bozmak,Deyim,eleştiri
oyun kurmak,Deyim,diğer
oyun oynamak,Deyim,diğer
oyun vermek,Deyim,diğer
oyun yapmak,Deyim,diğer
oyuna çıkmak,Deyim,diğer
oyuna gelmek,Deyim,diğer
oyuna getirmek,Deyim,diğer
oyuna kurban gitmek,Deyim,diğer
oyunu almak,Deyim,diğer
oyunun kurallarını bilmek,Deyim,övgü
öbür dünyayı boylamak,Deyim,diğer
"öcün iyisi, bağışlamaktır",Atasözü,övgü
öç öcünü almak çıkarmak,Deyim,diğer
ödev bilmek saymak,Deyim,diğer
ödü kopmak patlamak,Deyim,eleştiri
öfke baldan tatlıdır,Atasözü,diğer
öfke ile kalkan ziyanla zararla oturur,Atasözü,eleştiri
öfke yüzü göstermek,Deyim,diğer
öfkeden deliye dönmek,Deyim,eleştiri
"öfkesi başına sıçramak çıkmak, vurmak",Deyim,diğer
öfkesi kabarmak,Deyim,eleştiri
öfkesini kusmak,Deyim,eleştiri
öfkesini yenmek,Deyim,övgü
öfkeye kapılmak,Deyim,diğer
öğür olmak,Deyim,diğer
öğüreceği gelmek,Deyim,diğer
öğütte bulunmak,Deyim,diğer
ökseye basmak,Deyim,eleştiri
öksürük tutmak,Deyim,diğer
öksürüp tıksırmak,Deyim,diğer
öksüz hırsızlığa çıkarsa ay ilk akşamdan doğar,Atasözü,eleştiri
öksüz kalmak,Deyim,diğer
öksüz kuzu toklu öveç olmaz,Atasözü,diğer
öksüz oğlan çocuk göbeğini kendi keser,Atasözü,diğer
"öksüz oynaşa çıkmış, ay akşamdan doğmuş",Atasözü,diğer
öksüzün karnına vurmuşlar öksüzü dövmüşler 'vay arkam' demiş,Atasözü,diğer
öküz arabası gibi,Deyim,eleştiri
öküz gibi,Deyim,eleştiri
öküz gibi bakmak,Deyim,eleştiri
"öküz öldü, ortaklık bozuldu bitti",Atasözü,diğer
"öküz, yem bitince çifte gideceğini bilir",Atasözü,eleştiri
öküze boynuzu yük olmaz ağır gelmez,Atasözü,diğer
öküzün altında buzağı aramak,Deyim,diğer
öküzün trene baktığı gibi bakmak,Deyim,diğer
ölçü almak,Deyim,diğer
ölçülü olmak,Deyim,diğer
ölenle ölünmez,Atasözü,diğer
"ölme eşeğim, ölme yaza yonca bitecek",Atasözü,diğer
"ölmek var, dönmek yok!",Atasözü,diğer
ölmüş de ağlayanı yok,Atasözü,diğer
ölmüş koyun eşek kurttan korkmaz,Atasözü,diğer
"ölü evinde ağlamasını, düğünevinde gülmesini bilmeli",Atasözü,eleştiri
ölü gibi,Deyim,diğer
ölü gözü gibi,Deyim,diğer
ölü gözü kadar,Deyim,diğer
ölüevi gibi,Deyim,eleştiri
ölüm allah'ın emri,Deyim,diğer
ölüm bir kara devedir ki herkesin kapısına çöker,Atasözü,diğer
ölüm dirim kalım bizim için,Atasözü,diğer
ölüm döşeğinde olmak,Deyim,diğer
ölüm gibi,Deyim,diğer
ölüm hak miras helal,Atasözü,diğer
ölüm kalım meselesi savaşı yapmak olmak,Deyim,diğer
ölüm sessizliği çökmek,Deyim,diğer
ölüm var dirim var,Atasözü,diğer
ölüm yüz aklığıdır,Atasözü,diğer
ölümden öte köy yoktur,Atasözü,diğer
ölüme çare bulunmaz,Atasözü,diğer
ölüme koşmak,Deyim,diğer
ölümle burun buruna gelmek,Deyim,diğer
ölümle öç alınmaz,Atasözü,diğer
ölümle pençeleşmek,Deyim,diğer
ölümü gör öp,Deyim,diğer
ölümü gören hastalığa razı olur,Atasözü,diğer
ölümü göze almak,Deyim,diğer
ölümün yüzü soğuktur,Atasözü,diğer
ölümüne susamak,Deyim,diğer
ölüp ölüp dirilmek,Deyim,diğer
"ölür müsün, öldürür müsün?",Deyim,diğer
ölüsü bile yetmek,Deyim,övgü
ölüsü ortada kalmak,Deyim,diğer
ölüyü güldürmek,Deyim,övgü
ömrü uzamak,Deyim,diğer
ömrü vefa etmemek,Deyim,diğer
ömrümün varı,Deyim,diğer
ömrüne bereket,Deyim,diğer
ömrüne ömür katmak,Deyim,diğer
ömür çürütmek,Deyim,sabır
ömür geçirmek,Deyim,diğer
ömürler olsun,Deyim,övgü
ön tekerlek nereye giderse art tekerlek de oraya gider,Atasözü,eleştiri
önce can sonra canan,Atasözü,eleştiri
önde gelmek,Deyim,diğer
"önde giden yorulur, arkada kalan soyulur",Atasözü,eleştiri
öne almak,Deyim,diğer
öne düşmek,Deyim,diğer
öne sermek,Deyim,diğer
öne sürmek,Deyim,diğer
öneride bulunmak,Deyim,diğer
önü alınmak,Deyim,diğer
önü sıra gitmek,Deyim,diğer
önünde ardında gidilmez,Atasözü,diğer
önüne bakmak,Deyim,diğer
önüne bir kemik atmak,Deyim,eleştiri
önüne çıkmak,Deyim,diğer
önüne dikilmek,Deyim,diğer
önüne düşmek,Deyim,diğer
önüne geçmek,Deyim,diğer
önüne gelen,Deyim,diğer
"önüne geleni kapar, ardına geleni teper",Atasözü,diğer
önüne katmak,Deyim,diğer
önünü ardını düşünmemek,Deyim,diğer
önünü kesmek,Deyim,diğer
öp babanın elini,Deyim,diğer
öperken ısırmak,Deyim,diğer
öpmeye niyeti olmayan 'yanağın nerede' diye sorar,Atasözü,eleştiri
öpücük göndermek yollamak,Deyim,diğer
öpücük kondurmak,Deyim,diğer
öpülecek el ısırılmaz,Atasözü,eleştiri
öpüp başına koymak,Deyim,diğer
örnek almak,Deyim,övgü
örnek oluşturmak,Deyim,diğer
örnek vermek,Deyim,diğer
örs ve çekiç arasında kalmak,Deyim,diğer
ört ki ölem,Deyim,diğer
örtüye sokmak koymak,Deyim,diğer
örülü olmak,Deyim,övgü
ötesi var mı?,Deyim,diğer
ötesi yok,Deyim,diğer
övünç duymak,Deyim,eleştiri
öyle olsun,Deyim,diğer
öyle veya böyle,Deyim,diğer
öyle ya,Deyim,diğer
öyle yağma yok!,Deyim,diğer
özenip bezenmek,Deyim,övgü
özgü olmak,Deyim,diğer
özlemini çekmek,Deyim,diğer
özlemini duymak,Deyim,diğer
özrü kabahatinden büyük,Deyim,eleştiri
özü sözü bir olmak,Deyim,övgü
pabucu dama atılmak,Deyim,eleştiri
pabucuna kum dolmak,Deyim,diğer
pabucuna taş kaçmak,Deyim,diğer
pabucunu dama atmak,Deyim,diğer
pabucunu eline vermek,Deyim,diğer
pabucunu ters giydirmek,Deyim,eleştiri
pabuç eskitmek paralamak,Deyim,övgü
pabuç kadar dili olmak,Deyim,eleştiri
pabuç pahalı,Deyim,eleştiri
paçalarından akmak,Deyim,diğer
paçası tutuşmak,Deyim,eleştiri
paçasından tutup atmak,Deyim,eleştiri
paçasını çekecek toplayacak hâli olmamak,Deyim,eleştiri
paçavrasını çıkarmak,Deyim,diğer
paçavraya çevirmek,Deyim,diğer
paçayı kaptırmak,Deyim,eleştiri
paçayı kurtarmak sıyırmak,Deyim,övgü
padişahın bile arkasından kılıç sallarlar,Atasözü,eleştiri
pahalı alan aldanmaz,Atasözü,diğer
pahalıya gelmek,Deyim,diğer
"pahalıya patlamak mal olmak, oturmak",Deyim,diğer
pahaya çıkmak,Deyim,diğer
pala çalmak sallamak,Deyim,diğer
pala çekmek,Deyim,diğer
pala sürtmek,Deyim,övgü
palamarı koparmak çözmek,Deyim,diğer
"palamut çok biterse, kış erken olur",Atasözü,diğer
palan vurmak,Deyim,diğer
"palavra atmak savurmak, sıkmak",Deyim,eleştiri
paldımı aşmak,Deyim,eleştiri
palet vurmak,Deyim,övgü
palyaço gibi,Deyim,eleştiri
pamuk atmak,Deyim,diğer
pamuk ipliğiyle bağlı olmak,Deyim,diğer
pancar gibi olmak,Deyim,diğer
pancar kesilmek,Deyim,diğer
pandik atmak,Deyim,diğer
pandik yemek,Deyim,diğer
pandomim kopmak,Deyim,diğer
paniğe kapılmak,Deyim,eleştiri
paniğe vermek,Deyim,diğer
panik yaratmak,Deyim,eleştiri
papağan gibi ezberlemek,Deyim,eleştiri
papağan gibi tekrarlamak,Deyim,eleştiri
papara paparasını yemek,Deyim,diğer
papaz her gün pilav yemez,Atasözü,eleştiri
papaz olmak,Deyim,diğer
papaz uçurmak,Deyim,diğer
papaza dönmek,Deyim,diğer
papaza kızıp oruç perhiz bozmak,Deyim,eleştiri
papazı bulmak,Deyim,diğer
papazlık etmek,Deyim,eleştiri
par par yanmak,Deyim,diğer
para basmak,Deyim,övgü
para bozmak,Deyim,diğer
para çekmek,Deyim,diğer
para çıkarmak,Deyim,diğer
para çıkışmamak,Deyim,eleştiri
para dökmek akıtmak,Deyim,eleştiri
para dönmek,Deyim,eleştiri
para getirmek,Deyim,eleştiri
para ile değil,Deyim,diğer
para ile imanın kimde olduğu bilinmez,Atasözü,eleştiri
"para isteme benden, buz gibi soğurum senden",Atasözü,eleştiri
para kesmek,Deyim,övgü
para kırmak,Deyim,övgü
para parayı çeker,Atasözü,diğer
"para peşin, kırmızı meşin",Atasözü,diğer
para pul tutmamak,Deyim,eleştiri
para saçmak,Deyim,eleştiri
para saymak,Deyim,diğer
para sızdırmak koparmak,Deyim,eleştiri
para tutmak,Deyim,övgü
para yapmak,Deyim,övgü
para yatırmak,Deyim,diğer
para yedirmek,Deyim,eleştiri
para yemek,Deyim,eleştiri
paradan çıkmak,Deyim,diğer
"paran çoksa borcun yoksa kefil ol, işin yoksa şahit ol",Atasözü,diğer
"paran gitti mi diye sormazlar, işin bitti mi diye sorarlar",Atasözü,eleştiri
"paran varsa cümle âlem kulun, paran yoksa tımarhane yolun",Atasözü,eleştiri
"paranın gittiğine bakma, işinin bittiğine bak",Atasözü,diğer
paranın üstü,Deyim,diğer
paranın yüzü sıcaktır,Atasözü,diğer
parantez açmak,Deyim,diğer
parası akçesi ucuz olanın kendisi kıymetli olur,Atasözü,diğer
parasını çıkarmak,Deyim,diğer
parasızlık çekmek,Deyim,diğer
paraya çevirmek,Deyim,diğer
paraya kıymak,Deyim,övgü
paraya para pul dememek,Deyim,diğer
paraya sıkışmak,Deyim,diğer
"parayı araya değil, paraya vermeli",Atasözü,diğer
parayı avucuna saymak,Deyim,diğer
parayı basmak bastırmak,Deyim,diğer
parayı denize atmak,Deyim,diğer
parayı veren düdüğü çalar,Atasözü,eleştiri
parayı zaptetmek deliyi zaptetmekten zor,Atasözü,övgü
parayla dost bulunmaz,Atasözü,eleştiri
parçalı bohça gibi,Deyim,diğer
parmağına dolamak,Deyim,diğer
parmağını bile kıpırdatmamak oynatmamak,Deyim,eleştiri
parmağını yaranın üzerine basmak,Deyim,diğer
parmağının ucuyla ucunda çevirmek,Deyim,diğer
parmak atmak,Deyim,eleştiri
parmak bozmak,Deyim,diğer
parmak ısırmak,Deyim,diğer
parmak kadar,Deyim,diğer
parmak kaldı,Deyim,diğer
parmak kaldırmak,Deyim,diğer
parmakla gösterilmek,Deyim,övgü
parmakla sayılmak,Deyim,diğer
parmaklarını birlikte yemek,Deyim,övgü
parsayı başkası toplamak,Deyim,diğer
partal atmak,Deyim,eleştiri
parti çevirmek,Deyim,diğer
parti vermek,Deyim,diğer
partiyi vurmak,Deyim,diğer
pas açmak,Deyim,diğer
pas almak,Deyim,diğer
pas atmak vermek,Deyim,diğer
pas geçmek,Deyim,diğer
pas tutmak,Deyim,eleştiri
pas vermemek,Deyim,diğer
paskalya yumurtası gibi,Deyim,eleştiri
pasta çekmek,Deyim,diğer
paşa gibi yaşamak,Deyim,diğer
paşa gönlü bilir,Atasözü,diğer
paşa olmak,Deyim,diğer
pat diye,Deyim,diğer
pata çakmak,Deyim,diğer
pata gelmek,Deyim,diğer
patırtı çıkarmak,Deyim,eleştiri
patırtı kopmak,Deyim,diğer
patlak vermek,Deyim,diğer
patlama!,Deyim,diğer
patron çıkarmak,Deyim,diğer
pay çıkarmak,Deyim,diğer
pay vermek,Deyim,diğer
payanda vurmak,Deyim,diğer
paydos borusu çalmak,Deyim,diğer
paydos demek,Deyim,diğer
payına düşmek,Deyim,diğer
payını almak,Deyim,diğer
payidar kalmak olmak,Deyim,övgü
pazar kayığı gibi,Deyim,diğer
pazara çıkarmak,Deyim,diğer
pazarlığa girişmek,Deyim,diğer
pazarlığı pişirmek,Deyim,diğer
pedavra gibi,Deyim,eleştiri
pedavrası çıkmış,Deyim,eleştiri
"pehlivan, kispetinin yağından bellidir",Atasözü,övgü
pek söylemek,Deyim,diğer
"pek yaş olma, sıkılırsın; pek de kuru olma, kırılırsın",Atasözü,diğer
peklik çekmek,Deyim,eleştiri
"pekmezi küpten, kadını kökten al",Atasözü,övgü
pelte gibi,Deyim,eleştiri
pencere açmak,Deyim,diğer
pençe atmak,Deyim,diğer
pençe pençeye gelmek,Deyim,diğer
pençe vurmak,Deyim,diğer
perdah çekmek,Deyim,diğer
perdah vurmak etmek,Deyim,diğer
perde çekmek,Deyim,diğer
perde inmek,Deyim,diğer
perde kurmak,Deyim,diğer
perdelerini açmak,Deyim,diğer
perdelerini kapamak,Deyim,diğer
perende atmak,Deyim,eleştiri
peresesine getirmek,Deyim,diğer
pereseye almak,Deyim,diğer
pergelleri açmak,Deyim,diğer
perhiz yapmak etmek,Deyim,diğer
perhize çekmek,Deyim,övgü
perileri bağdaşmak,Deyim,eleştiri
